tenderid,tenderrefno,title,description,groupid,procurement_amount_pacamt,tendercurrency,bidcurrency,createdate_iso,updatedate_iso,publishdate_iso,issuing_authority_name,issuing_authority_designation,issuing_organization_name,issuing_organization_code,issuing_address,issuing_email,issuing_contact_no,approving_authority_name,approving_authority_designation,approving_organization_name,approving_organization_code,emd_amount,tender_fee_amount,tender_processing_fee_amount
18552,RE-04/2021-22/FCD-2/PADRAUNA/01,A.E. WORK IN D/S OF SPUR AT K.M. 23.00 ALONG RIGHT GUIDE BUNDH OF GANDAK RIVER (RESERVE FOR UNEMPLOYED ENGINEER) (GROUP-01),A.E. WORK IN D/S OF SPUR AT K.M. 23.00 ALONG RIGHT GUIDE BUNDH OF GANDAK RIVER (RESERVE FOR UNEMPLOYED ENGINEER) (GROUP-01),2462,3826148.0,INR,INR,2022-01-27T14:45:33.189000+00:00,2022-02-07T10:23:28+00:00,2022-01-27T15:09:34+00:00,SUNIL KUMAR,Executive Engineer,Water Resource Department,WRD,eefcd2padrauna,eefcd2padrauna@gmail.com,7004345427,MAHESHWAR SHARMA,SE,Water Resource Department,WRD,39000,5000,590
18564,"NIT-02/SBD-2021-22/FCD- DARBHANGA,-GR-02",Anti Erosion work at right bank of Khiroi River near village Ojhaul (Agenda No.-180/376/2022),Anti Erosion work at right bank of Khiroi River near village Ojhaul (Agenda No.-180/376/2022),2462,34581848.0,INR,INR,2022-01-29T07:42:01.746000+00:00,2022-02-14T15:48:30+00:00,2022-01-29T08:03:14+00:00,PRIYA SHANKAR APPU,SE,"WRD, DARBHANGA",DARBHANGA,FCC DARBHANGA,sefloodcontroldbg@gmail.com,7463889768,RAMA SHANKER DWIVEDI (CE),CE,WATER RESOURCES DEPARTMENT,WRD,691700,10000,5900
18565,"NIT-03/2021-22/FCD- DARBHANGA,",Anti Erosion Work in Town Protection Embankment Near BMP-13 (Agenda No.-180/372/2022),Anti Erosion Work in Town Protection Embankment Near BMP-13 (Agenda No.-180/372/2022),2462,9902741.0,INR,INR,2022-01-29T08:03:40.411000+00:00,2022-02-14T15:57:23+00:00,2022-01-29T08:23:15+00:00,PRIYA SHANKAR APPU,SE,"WRD, DARBHANGA",DARBHANGA,FCC DARBHANGA,sefloodcontroldbg@gmail.com,7463889768,RAMA SHANKER DWIVEDI (CE),CE,WATER RESOURCES DEPARTMENT,WRD,198100,10000,3540
18566,NIT/JALKAL/BMC/GR01/FERRIC ALUM,"SUPPLY OF FERRIC ALUM IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK.","SUPPLY OF FERRIC ALUM IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK.",2463,0.0,INR,INR,2022-01-29T09:10:13.508000+00:00,2022-04-20T11:35:39+00:00,2022-01-29T10:38:54+00:00,"MUNICIPAL COMMISSIONER, BHAGALPUR",MC,BHAGALPUR MUNICIPAL CORPORATION,BMC,"SWAMI VIVEKANAND PATH, NEAR GHURAN PEER BABA CHOWK, BHAGALPUR",nagarnigambhagalpur@gmail.com,7970717032,"MUNICIPAL COMMISSIONER, BHAGALPUR","M.C, BHAGALPUR",BHAGALPUR MUNICIPAL CORPORATION,BMC,,2500,590
18567,NIT/JALKAL/BMC/GR02/BLEACHING POWDER,"SUPPLY OF STABLE BLEACHING POWDER IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK","SUPPLY OF STABLE BLEACHING POWDER IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK",2463,0.0,INR,INR,2022-01-29T09:23:36.007000+00:00,2022-04-20T10:54:41+00:00,2022-01-29T10:40:49+00:00,"MUNICIPAL COMMISSIONER, BHAGALPUR",MC,BHAGALPUR MUNICIPAL CORPORATION,BMC,"SWAMI VIVEKANAND PATH, NEAR GHURAN PEER BABA CHOWK, BHAGALPUR",nagarnigambhagalpur@gmail.com,7970717032,"MUNICIPAL COMMISSIONER, BHAGALPUR","M.C, BHAGALPUR",BHAGALPUR MUNICIPAL CORPORATION,BMC,,2500,590
18568,NIT/JALKAL/BMC/GR03/SLACKED LIME,"SUPPLY OF SLACKED LIME IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK","SUPPLY OF SLACKED LIME IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK",2463,0.0,INR,INR,2022-01-29T09:37:32.244000+00:00,2022-04-20T11:34:07+00:00,2022-01-29T10:41:41+00:00,"MUNICIPAL COMMISSIONER, BHAGALPUR",MC,BHAGALPUR MUNICIPAL CORPORATION,BMC,"SWAMI VIVEKANAND PATH, NEAR GHURAN PEER BABA CHOWK, BHAGALPUR",nagarnigambhagalpur@gmail.com,7970717032,"MUNICIPAL COMMISSIONER, BHAGALPUR","M.C, BHAGALPUR",BHAGALPUR MUNICIPAL CORPORATION,BMC,,2500,590
18569,NIT/JALKAL/BMC/GR04/MITACOL,"SUPPLY OF MITACOL CLE IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK","SUPPLY OF MITACOL CLE IN WATER WORK, BHAGALPUR MUNICIPAL CORPORATION FOR WATER PURIFICATION WORK",2463,0.0,INR,INR,2022-01-29T09:50:20.630000+00:00,2022-04-20T11:29:39+00:00,2022-01-29T10:42:47+00:00,"MUNICIPAL COMMISSIONER, BHAGALPUR",MC,BHAGALPUR MUNICIPAL CORPORATION,BMC,"SWAMI VIVEKANAND PATH, NEAR GHURAN PEER BABA CHOWK, BHAGALPUR",nagarnigambhagalpur@gmail.com,7970717032,"MUNICIPAL COMMISSIONER, BHAGALPUR","M.C, BHAGALPUR",BHAGALPUR MUNICIPAL CORPORATION,BMC,,2500,590
18570,NIT/S/BMC/GR01/LIME,SUPPLY OF LIME FOR SANITATION IN BHAGALPUR MUNICIPAL CORPORATION,SUPPLY OF LIME FOR SANITATION IN BHAGALPUR MUNICIPAL CORPORATION,2463,0.0,INR,INR,2022-01-29T10:01:37.890000+00:00,2022-04-20T11:41:02+00:00,2022-01-29T10:43:59+00:00,"MUNICIPAL COMMISSIONER, BHAGALPUR",MC,BHAGALPUR MUNICIPAL CORPORATION,BMC,"SWAMI VIVEKANAND PATH, NEAR GHURAN PEER BABA CHOWK, BHAGALPUR",nagarnigambhagalpur@gmail.com,7970717032,"MUNICIPAL COMMISSIONER, BHAGALPUR","M.C, BHAGALPUR",BHAGALPUR MUNICIPAL CORPORATION,BMC,,2500,590
18571,NIT/S/BMC/GR01/BLEACHING POWDER,SUPPLY OF BLEACHING POWDER FOR SANITATION IN BHAGALPUR MUNICIPAL CORPORATION,SUPPLY OF BLEACHING POWDER FOR SANITATION IN BHAGALPUR MUNICIPAL CORPORATION,2463,0.0,INR,INR,2022-01-29T10:06:44.065000+00:00,2022-04-20T11:38:41+00:00,2022-01-29T10:44:51+00:00,"MUNICIPAL COMMISSIONER, BHAGALPUR",MC,BHAGALPUR MUNICIPAL CORPORATION,BMC,"SWAMI VIVEKANAND PATH, NEAR GHURAN PEER BABA CHOWK, BHAGALPUR",nagarnigambhagalpur@gmail.com,7970717032,"MUNICIPAL COMMISSIONER, BHAGALPUR","M.C, BHAGALPUR",BHAGALPUR MUNICIPAL CORPORATION,BMC,,2500,590
18572,NIT-15EPCD2021-22_GR01,Construction of RCC Drain & P.C.C Road from Didarganj Hashanen Miyan to Pukar ray house under ward no.72,Construction of RCC Drain & P.C.C Road from Didarganj Hashanen Miyan to Pukar ray house under ward no.72,2462,3946843.0,INR,INR,2022-01-29T10:12:55.340000+00:00,2022-07-22T10:11:03+00:00,2022-01-29T10:51:08+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,79000,5000,590
18573,NIT-15EPCD2021-22_GR02,Construction of PCC road and RCC drain at Shitla Mandir to Saryug Ray house to Ramanad Paswan house under ward no. 72,Construction of PCC road and RCC drain at Shitla Mandir to Saryug Ray house to Ramanad Paswan house under ward no. 72,2462,3842682.0,INR,INR,2022-01-29T10:53:43.709000+00:00,2022-07-22T10:01:56+00:00,2022-01-29T11:04:14+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,76900,5000,590
18574,NIT-15EPCD2021-22_GR03,"Construction of U/G Drain & P.C.C Road in shimali vell kuan from rambal
shav house to shankar singh house and vinod ji T.V shop to tuni ji house in
shaimali main road under ward no. 71","Construction of U/G Drain & P.C.C Road in shimali vell kuan from rambal
shav house to shankar singh house and vinod ji T.V shop to tuni ji house in
shaimali main road under ward no. 71",2462,296671.0,INR,INR,2022-01-29T11:05:45.238000+00:00,2022-02-09T09:31:00+00:00,2022-01-29T11:12:25+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,6000,750,590
18575,03/2021-22/FCDD/CHHAPRA,Raising and Strengthening of Chota-Langri Bandh from Sahimpur Mathiya to Kothiya Gramin Road,Raising and Strengthening of Chota-Langri Bandh from Sahimpur Mathiya to Kothiya Gramin Road,2462,7399270.0,INR,INR,2022-01-29T11:07:42.632000+00:00,2022-03-08T12:50:26+00:00,2022-01-29T11:43:43+00:00,BIMAL KUMAR NIRAJ (SE),SE,WATER RESOURCES DEPARTMENT,WRD,"SE, FLOOD CONTROL CIRCLE GOPALGANJ",sefccgopalganj@gmail.com,7463889123,PRAKASH DAS (CE),CE,WATER RESOURCES DEPARTMENT,WRD,148000,10000,3540
18576,NIT-15EPCD2021-22_GR04,Construction of U/G Drain & P.C.C Road at Simli Majali Haat From H/O Ramwari prasad to H/O Moti ji under ward no. 71,Construction of U/G Drain & P.C.C Road at Simli Majali Haat From H/O Ramwari prasad to H/O Moti ji under ward no. 71,2462,770898.0,INR,INR,2022-01-29T11:12:43.907000+00:00,2022-09-29T07:27:07+00:00,2022-01-29T11:35:24+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,15500,1250,590
18578,NIT-15EPCD2021-22_GR05,Construction of Drain & P.C.C Road at Sahadara Gabra From H/O Dashanand yadav to H/O Anil yadav under ward no. 71,Construction of Drain & P.C.C Road at Sahadara Gabra From H/O Dashanand yadav to H/O Anil yadav under ward no. 71,2462,499482.0,INR,INR,2022-01-29T11:35:50.403000+00:00,2022-09-29T06:42:30+00:00,2022-01-29T11:40:18+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,10000,750,590
18580,NIT-15EPCD2021-22_GR06,Construction of U/G Drain & P.C.C Road at Sahadra Gabra from H/O Ranjit yadav to H/O Yogendra yadav or H/O Ramji Sardar to H/O kedar under ward no. 71,Construction of U/G Drain & P.C.C Road at Sahadra Gabra from H/O Ranjit yadav to H/O Yogendra yadav or H/O Ramji Sardar to H/O kedar under ward no. 71,2462,557185.0,INR,INR,2022-01-29T11:40:36.573000+00:00,2022-08-06T08:26:07+00:00,2022-01-29T11:55:08+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,11200,1250,590
18585,NIT-15EPCD2021-22_GR07,Construction of U/G Drain & P.C.C Road from shahdara Chandi singh house to shardar Amar singh house under ward no. 71,Construction of U/G Drain & P.C.C Road from shahdara Chandi singh house to shardar Amar singh house under ward no. 71,2462,170472.0,INR,INR,2022-01-29T11:55:39.655000+00:00,2022-02-09T09:31:00+00:00,2022-01-29T12:00:24+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,3500,500,590
18586,NIT-15EPCD2021-22_GR08,"Construction of PCC Road and U/G Drainage, Shimli Shahadara Near Naya Pani Tanki from Arbind Yadav to Shashibhushhan Tiwari house and Shimli Shahadara Near Naya Pani Tanki, from Asharphi Ray Vayash house to Anna Prasad house under ward no. 71","Construction of PCC Road and U/G Drainage, Shimli Shahadara Near Naya Pani Tanki from Arbind Yadav to Shashibhushhan Tiwari house and Shimli Shahadara Near Naya Pani Tanki, from Asharphi Ray Vayash house to Anna Prasad house under ward no. 71",2462,406537.0,INR,INR,2022-01-29T12:00:52.121000+00:00,2022-02-12T10:59:27+00:00,2022-01-29T12:07:27+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,8200,750,590
18587,NIT-15EPCD2021-22_GR09,Construction  of PCC Road and U/G Drainage - at Chutkiya Bajar from Rajkumar to Bhagava Prasad house under ward no. 71,Construction  of PCC Road and U/G Drainage - at Chutkiya Bajar from Rajkumar to Bhagava Prasad house under ward no. 71,2462,435611.0,INR,INR,2022-01-29T12:08:48.749000+00:00,2022-09-29T06:51:01+00:00,2022-01-29T12:13:59+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,8800,750,590
18588,NIT-15EPCD2021-22_GR10,onstruction of PCC Road and U/G Drainage - Down to Simali Murarpur Bhatthi from Subodh Yadav house to Shankar Yadav house under ward no. 71,onstruction of PCC Road and U/G Drainage - Down to Simali Murarpur Bhatthi from Subodh Yadav house to Shankar Yadav house under ward no. 71,2462,124628.0,INR,INR,2022-01-29T12:14:20.811000+00:00,2022-09-29T07:12:27+00:00,2022-01-29T12:18:08+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,2500,500,590
18589,NIT-15EPCD2021-22_GR11,"Construction of U/G Drainage & P.C.C. Road at Shimli Shahadara, Chaitola from Bikki Saw house to Ram Prasad house under ward no. 71","Construction of U/G Drainage & P.C.C. Road at Shimli Shahadara, Chaitola from Bikki Saw house to Ram Prasad house under ward no. 71",2462,248194.0,INR,INR,2022-01-29T12:18:25.090000+00:00,2022-08-06T08:36:02+00:00,2022-01-29T12:22:34+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,5000,500,590
18590,NIT-15EPCD2021-22_GR12,"Construction of PCC Road and U/G Drainage - In Shimali Shahadara, Chaitola from Mishri Saw house to Radheshyam House Via Jay Krishna Chandrawansi  house under ward no. 71","Construction of PCC Road and U/G Drainage - In Shimali Shahadara, Chaitola from Mishri Saw house to Radheshyam House Via Jay Krishna Chandrawansi  house under ward no. 71",2462,797566.0,INR,INR,2022-01-29T12:22:52.974000+00:00,2022-09-29T07:01:52+00:00,2022-01-29T12:27:24+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,16000,750,590
18592,NIT-02/2021-22/DRAINAGE-DARBHANGA-GR-01,Anti Erosion Work on left bank of Bagmati river near village  Hashanpur under Hanuman Nagar block of  Darbhanga District.,Anti Erosion Work on left bank of Bagmati river near village  Hashanpur under Hanuman Nagar block of  Darbhanga District.,2462,8280340.0,INR,INR,2022-01-29T12:25:30.021000+00:00,2022-02-17T06:07:20+00:00,2022-01-29T14:49:48+00:00,PRIYA SHANKAR APPU,SE,"WRD, DARBHANGA",DARBHANGA,FCC DARBHANGA,sefloodcontroldbg@gmail.com,7463889768,RAMA SHANKER DWIVEDI (CE),CE,WATER RESOURCES DEPARTMENT,WRD,165700,10000,3540
18593,NIT-15EPCD2021-22_GR13,Construction of PCC Road and U/G Drainage - In Simali Shahadara Chaaitola from H/O Rajendra Ray to H/O Mukesh Chandrawanshi under ward no. 71,Construction of PCC Road and U/G Drainage - In Simali Shahadara Chaaitola from H/O Rajendra Ray to H/O Mukesh Chandrawanshi under ward no. 71,2462,461790.0,INR,INR,2022-01-29T12:27:41.983000+00:00,2022-08-06T08:46:47+00:00,2022-01-29T12:31:17+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,9300,750,590
18600,NIT-02/2021-22/DRAINAGE-DARBHANGA-GR-03,"AE Work on right & left bank at Gopalpur - Pindarch West ,  Mohanmath, Navtolia , Dani and Shekhpurdani village under Keoti Block of Dist Darbhanga (Agenda No. 180/360/2022)","AE Work on right & left bank at Gopalpur - Pindarch West ,  Mohanmath, Navtolia , Dani and Shekhpurdani village under Keoti Block of Dist Darbhanga (Agenda No. 180/360/2022)",2462,10181110.0,INR,INR,2022-01-29T13:07:53.024000+00:00,2022-02-17T05:53:07+00:00,2022-01-29T14:57:14+00:00,PRIYA SHANKAR APPU,SE,"WRD, DARBHANGA",DARBHANGA,FCC DARBHANGA,sefloodcontroldbg@gmail.com,7463889768,RAMA SHANKER DWIVEDI (CE),CE,WATER RESOURCES DEPARTMENT,WRD,203700,10000,3540
18602,NIT-15EPCD2021-22_GR15,Repairing work and painting work of Vina Pani Panchit Baithaka Nandgola under ward no 70 in Patna City Division PMC Patna.,Repairing work and painting work of Vina Pani Panchit Baithaka Nandgola under ward no 70 in Patna City Division PMC Patna.,2462,171094.0,INR,INR,2022-01-29T13:21:57.777000+00:00,2024-02-07T11:28:28+00:00,2022-01-29T13:25:08+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,3500,500,590
18603,"NIT-03/SBD-2021-22/DRAINAGE, DARBHANGA",Anti Erosion work at village Harauli under Block Benipur & Kusheswar Asthan in Darbhanga District.,Anti Erosion work at village Harauli under Block Benipur & Kusheswar Asthan in Darbhanga District.,2462,19351893.0,INR,INR,2022-01-29T13:25:57.473000+00:00,2022-02-17T06:01:48+00:00,2022-01-29T15:35:27+00:00,PRIYA SHANKAR APPU,SE,"WRD, DARBHANGA",DARBHANGA,FCC DARBHANGA,sefloodcontroldbg@gmail.com,7463889768,RAMA SHANKER DWIVEDI (CE),CE,WATER RESOURCES DEPARTMENT,WRD,387100,10000,3540
18604,NIT-15EPCD2021-22_GR14,Construction of RCC covered drain from Medical Store to Service Centre in Bengali Tola under ward 67,Construction of RCC covered drain from Medical Store to Service Centre in Bengali Tola under ward 67,2462,342442.0,INR,INR,2022-01-29T13:26:49.800000+00:00,2022-07-09T11:48:25+00:00,2022-01-29T13:31:33+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,6900,750,590
18605,NIT-15EPCD2021-22_GR16,"Repairing work and painting work of Booth no 261/262,
Vina Pani Panchit Baithaka Nandgola under ward no 70 in Patna City
Division PMC Patna.","Repairing work and painting work of Booth no 261/262,
Vina Pani Panchit Baithaka Nandgola under ward no 70 in Patna City
Division PMC Patna.",2462,367917.0,INR,INR,2022-01-29T13:31:52.460000+00:00,2023-11-06T08:12:48+00:00,2022-01-29T13:35:23+00:00,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,"PATNA CITY DIVISION, MEENA BAZAR, SHERSHAH PATH, PATNA-07",eepcdapmc@gmail.com,9973964055,"Ramswarup Prasad, EXECUTIVE ENGINEER",EE,"PATNA CITY DIVISION, PMC",PCDPMC,7400,750,590
18606,29/E/NCD/2021-22_GR01,"Renovation of P.C.C. Road & Raising of Manhole work from Police Colony Sec A Main Road to A/41(Shree Nasim Ahamed IPS) House to A/34 ( Shree Ashish Ranjan Sinha, IPS) in Ward no-10.","Renovation of P.C.C. Road & Raising of Manhole work from Police Colony Sec A Main Road to A/41(Shree Nasim Ahamed IPS) House to A/34 ( Shree Ashish Ranjan Sinha, IPS) in Ward no-10.",2462,885207.0,INR,INR,2022-01-31T08:16:03.716000+00:00,2025-02-04T06:18:30+00:00,2022-01-31T09:26:49+00:00,"Shushil Kumar Jha, Executive Engineer",EE,"New Capital Division, Patna Municipal Corporation, Patna",NCDPMC,"Harding Road, Patna",eencdspmc@gmail.com,9431643631,Shushil Kumar Jha,EE,"New Capital Division, Patna Municipal Corporation, Patna",NCDPMC,17704,2500,590
18608,KNP-NIT-02/2021-22,"Disposal of ROAD SWEEPING, DRAINAGE CLEANING, DOOR TO DOOR COLLECTION AND TRANSPORTATION OF SEGREGATED SOLID WASTE AND PROCESSING OF SOLID WASTE.","Disposal of ROAD SWEEPING, DRAINAGE CLEANING, DOOR TO DOOR COLLECTION AND TRANSPORTATION OF SEGREGATED SOLID WASTE AND PROCESSING OF SOLID WASTE.",2463,0.0,INR,INR,2022-01-31T09:21:02.604000+00:00,2022-02-22T06:46:53+00:00,2022-01-31T10:01:48+00:00,Mr. Sudhanshu Kumar(EXECUTIVE OFFICER MOHANIA),EO MOHANIA,NAGAR PANCHAYAT MOHANIA,NPM,"NAGAR PANCHAYAT MOHANIA, KAIMUR",municipaloffice786mohania@gmail.com,9798527123,Vikash Kumar(EXECUTIVE OFFICE NAGAR PANCHAYAT NASRIGANJ),EXECUTIVE OFFICE NPN,NAGAR PANCHAYAT NASRIGANJ,NP-NASRIGANJ,25000,5000,590
18610,29/E/NCD/2021-22_GR02,Construction of U/G Drain & P.C.C. Road work from Late Raj kumar yadav ji house to Bajrangi singh house at Vishnupuri in ward no-13,Construction of U/G Drain & P.C.C. Road work from Late Raj kumar yadav ji house to Bajrangi singh house at Vishnupuri in ward no-13,2462,3082227.0,INR,INR,2022-01-31T09:27:22.651000+00:00,2022-05-21T07:43:32+00:00,2022-01-31T09:34:04+00:00,"Shushil Kumar Jha, Executive Engineer",EE,"New Capital Division, Patna Municipal Corporation, Patna",NCDPMC,"Harding Road, Patna",eencdspmc@gmail.com,9431643631,Shushil Kumar Jha,EE,"New Capital Division, Patna Municipal Corporation, Patna",NCDPMC,61645,5000,590
18614,NPL-NIT-03/2021-22,"Utkramit Nagar Parishad Lalganj kshetra antargat sabhi 19 wardo & vistarit kshetro (Bedauli, khaurana urf mishrauliya, lalganj (lalbasanta), ashadnagar batraul & shahpur kasim) me pratyak din sabhi pradhan mukhya sadak, mukhya sadak anya sadako/galiyo ki saaf-safayee karya, sabhi nalo-naliyon ki saaf-safayee, dust wine me dale gaye kacharo ka uthao, safayee karya se nikalne wale kura-kacharo & dwityak sangrahan kendra pr jama sabhi kura-kacharo ko udhakr yadhochit vidhi se nishapadanoparant chinnhit dumping sthal pr nistaran sambandhi karya & ghar-ghar se prithakkikrit rup se gila & sukha kachda ka campartment yukt wahano dwara sangrahan & pariwahan & thos upsashith prashanshkran ke antargat compost pit & M.R.F. kendra (Material Recovery Facility Centre) ka sanchalan sambandhi etc karya.","Utkramit Nagar Parishad Lalganj kshetra antargat sabhi 19 wardo & vistarit kshetro (Bedauli, khaurana urf mishrauliya, lalganj (lalbasanta), ashadnagar batraul & shahpur kasim) me pratyak din sabhi pradhan mukhya sadak, mukhya sadak anya sadako/galiyo ki saaf-safayee karya, sabhi nalo-naliyon ki saaf-safayee, dust wine me dale gaye kacharo ka uthao, safayee karya se nikalne wale kura-kacharo & dwityak sangrahan kendra pr jama sabhi kura-kacharo ko udhakr yadhochit vidhi se nishapadanoparant chinnhit dumping sthal pr nistaran sambandhi karya & ghar-ghar se prithakkikrit rup se gila & sukha kachda ka campartment yukt wahano dwara sangrahan & pariwahan & thos upsashith prashanshkran ke antargat compost pit & M.R.F. kendra (Material Recovery Facility Centre) ka sanchalan sambandhi etc karya.",2463,0.0,INR,INR,2022-01-31T10:20:55.483000+00:00,2022-02-23T12:04:20+00:00,2022-01-31T11:34:36+00:00,"EXECUTIVE OFFICER, (LALGANJ)",EO,NAGAR PARISHAD LALGANJ,NPL,AGARPUR LALGANJ VAISHALI,ulblalganj@yahoo.in,7739667801,"EXECUTIVE OFFICER, (LALGANJ)",EO,NAGAR PARISHAD LALGANJ,NPL,500000,10000,590
